user,value
1582,0.16666666666666666
590,0.09171075837742504
470,0.08333333333333333
592,0.026219956300072834
593,0.18181818181818182
111,0.056768558951965066
595,0.1267605633802817
354,0.023076923076923078
596,0.0963855421686747
1336,0.02040816326530612
234,0.1
355,0.10638297872340426
476,0.05194805194805195
1214,0.1891891891891892
477,0.12612612612612611
598,0.011538461538461539
115,0.10526315789473684
478,0.15384615384615385
599,0.09866666666666667
237,0.023255813953488372
914,0.04656319290465632
15,0.06289308176100629
16,0.0975609756097561
1594,0.02127659574468085
0,0.18241042345276873
242,0.06976744186046512
243,0.09433962264150944
123,0.09259259259259259
365,0.11764705882352941
124,0.10588235294117647
487,0.07142857142857142
1104,0.07692307692307693
1346,0.04395604395604396
2798,0.11029411764705882
2434,0.025376685170499604
2555,0.20833333333333334
5,0.035668789808917196
2433,0.07317073170731707
128,0.1111111111111111
249,0.0703125
8,0.021739130434782608
20,0.028409090909090908
21,0.07003891050583658
22,0.11440677966101695
370,0.010752688172043012
492,0.10101010101010101
372,0.078125
373,0.04132231404958678
494,0.043478260869565216
1358,0.03571428571428571
1479,0.017241379310344827
2326,0.07142857142857142
498,0.03715170278637771
1236,0.125
136,0.11627906976744186
378,0.125
2329,0.06666666666666667
34,0.1206896551724138
35,0.07317073170731707
36,0.06666666666666667
39,0.09090909090909091
2221,0.125
2220,0.0625
261,0.14285714285714285
141,0.050955414012738856
142,0.013888888888888888
143,0.08955223880597014
1800,0.04132231404958678
1007,0.14285714285714285
1369,0.02247191011235955
2578,0.02127659574468085
1004,0.08
1122,0.047619047619047616
40,0.06153846153846154
41,0.025510204081632654
44,0.04050632911392405
3200,0.125
1263,0.043478260869565216
2350,0.04932735426008968
151,0.12244897959183673
275,0.10404624277456648
1810,0.06521739130434782
399,0.11538461538461539
2105,0.07547169811320754
158,0.03184713375796178
2225,0.05747126436781609
830,0.09090909090909091
1014,0.09090909090909091
1134,0.14285714285714285
1255,0.05263157894736842
1816,0.04878048780487805
716,0.07407407407407407
52,0.03773584905660377
54,0.075
1933,0.03359173126614987
2242,0.16666666666666666
3210,0.038461538461538464
160,0.08333333333333333
281,0.04807692307692308
285,0.0625
1942,0.09090909090909091
1269,0.125
1940,0.06862745098039216
2357,0.028846153846153848
2235,0.06060606060606061
842,0.13592233009708737
601,0.10526315789473684
722,0.037037037037037035
2233,0.0797872340425532
1708,0.1111111111111111
604,0.01859504132231405
1949,0.2
605,0.023255813953488372
1706,0.14285714285714285
62,0.14482758620689656
607,0.12844036697247707
2913,0.021739130434782608
292,0.05235602094240838
175,0.018867924528301886
297,0.06432748538011696
2009,0.01636469900642899
298,0.05
1711,0.0948905109489051
179,0.047619047619047616
2126,0.06818181818181818
2489,0.05405405405405406
974,0.13095238095238096
2245,0.15
2366,0.019230769230769232
71,0.1
2927,0.2
859,0.04878048780487805
2805,0.10828025477707007
77,0.07894736842105263
78,0.12
3233,0.022222222222222223
181,0.1506849315068493
1174,0.06224627875507442
182,0.07317073170731707
184,0.05166051660516605
3108,0.07058823529411765
3229,0.03414634146341464
189,0.10256410256410256
2810,0.019230769230769232
982,0.03125
500,0.08695652173913043
1960,0.07168458781362007
501,0.1282051282051282
2014,0.0625
2255,0.025193798449612403
3102,0.07692307692307693
81,0.05172413793103448
868,0.15
506,0.07216494845360824
84,0.1509433962264151
749,0.07692307692307693
1727,0.041916167664670656
1848,0.027842227378190254
85,0.09523809523809523
88,0.08333333333333333
190,0.0707070707070707
191,0.08333333333333333
1185,0.08144796380090498
1976,0.18181818181818182
991,0.13043478260869565
2822,0.07692307692307693
992,0.2
1973,0.14285714285714285
2028,0.05531914893617021
510,0.056338028169014086
511,0.04113475177304964
513,0.0392156862745098
91,0.05084745762711865
92,0.07575757575757576
999,0.05555555555555555
1739,0.06666666666666667
1615,0.23076923076923078
2704,0.07142857142857142
1614,0.013297872340425532
2164,0.19047619047619047
3011,0.023809523809523808
3132,0.08571428571428572
2283,0.038461538461538464
3250,0.16666666666666666
1500,0.05191256830601093
400,0.07692307692307693
1620,0.057692307692307696
522,0.06422018348623854
3005,0.024390243902439025
523,0.08717948717948718
887,0.06666666666666667
525,0.09523809523809523
646,0.07291666666666667
526,0.10119047619047619
406,0.05714285714285714
527,0.02091906721536351
528,0.25
2718,0.08888888888888889
1747,0.10416666666666667
1867,0.05
3266,0.030303030303030304
3265,0.07692307692307693
3140,0.16666666666666666
770,0.18181818181818182
531,0.06918238993710692
3138,0.08695652173913043
533,0.05660377358490566
2048,0.008097165991902834
2169,0.021262002743484224
776,0.031578947368421054
2168,0.08333333333333333
2960,0.07317073170731707
415,0.07042253521126761
416,0.0945945945945946
417,0.08333333333333333
538,0.09090909090909091
539,0.07692307692307693
419,0.16666666666666666
1759,0.0196078431372549
2847,0.034482758620689655
1999,0.08494208494208494
1099,0.04
2066,0.02044989775051125
2065,0.3
662,0.14035087719298245
2612,0.014705882352941176
1522,0.11842105263157894
1763,0.1
1641,0.041666666666666664
1762,0.015267175572519083
2972,0.125
304,0.15853658536585366
548,0.125
308,0.08
1409,0.14285714285714285
1527,0.039473684210526314
1769,0.018518518518518517
1647,0.3333333333333333
1768,0.125
1889,0.051118210862619806
2736,0.125
3046,0.11320754716981132
3288,0.06
1780,0.020833333333333332
2197,0.09090909090909091
3165,0.027777777777777776
2196,0.00815494393476045
1657,0.050314465408805034
430,0.027777777777777776
1777,0.09090909090909091
2745,0.017543859649122806
312,0.044444444444444446
313,0.05952380952380952
434,0.027777777777777776
556,0.06493506493506493
1651,0.08235294117647059
1893,0.5
439,0.06818181818181818
1419,0.3333333333333333
2629,0.02127659574468085
1538,0.043478260869565216
2869,0.02857142857142857
1537,0.08203125
2081,0.06474820143884892
2080,0.16666666666666666
3051,0.03571428571428571
2082,0.25
682,0.09665427509293681
562,0.08396946564885496
1546,0.13043478260869565
442,0.0625
2755,0.0625
1786,0.1
2512,0.11764705882352941
1543,0.031746031746031744
204,0.08900523560209424
1541,0.09090909090909091
1783,0.1702127659574468
568,0.04477611940298507
1429,0.014084507042253521
1428,0.06060606060606061
570,0.08823529411764706
450,0.028070175438596492
571,0.1875
1557,0.02710027100271003
332,0.08
574,0.06666666666666667
1556,0.0893854748603352
1798,0.07586206896551724
333,0.06569343065693431
213,0.012658227848101266
576,0.125
1674,0.043478260869565216
336,0.07142857142857142
457,0.047619047619047616
578,0.03597122302158273
2883,0.06666666666666667
458,0.01990049751243781
459,0.019845360824742267
218,0.02601156069364162
339,0.03529411764705882
219,0.0625
2407,0.028169014084507043
3070,0.025
3199,0.0425531914893617
460,0.08433734939759036
583,0.04964539007092199
1327,0.02631578947368421
222,0.06779661016949153
1567,0.06349206349206349
2414,0.10526315789473684
223,0.037037037037037035
345,0.28125
2412,0.0975609756097561
104,0.058823529411764705
1201,0.07795698924731183
226,0.06896551724137931
347,0.046511627906976744
106,0.15
900,0.050505050505050504
109,0.09523809523809523
